district,latitude,longitude,disease,risk_index,date,cases_reported,population
Jhang,31.28,72.3317,influenza,0,2018-11-08,12,414131
Rahim Yar Khan,28.4212,70.2989,influenza,0,2018-11-08,18,420419
Gujrat,32.5739,74.0776,influenza,0,2018-11-08,19,390533
Kasur,31.1167,74.45,influenza,0,2018-11-08,13,358409
Karachi,24.8607,67.0011,covid19,20,2018-11-08,8434,14916456
Lahore,31.5204,74.3587,covid19,21,2018-11-08,6588,11126285
Islamabad,33.6844,73.0479,covid19,16,2018-11-08,834,2000000
Faisalabad,31.4504,73.135,covid19,19,2018-11-08,1570,3203846
Rawalpindi,33.5651,73.0169,covid19,18,2018-11-08,968,2098231
Multan,30.1575,71.5249,covid19,18,2018-11-08,859,1871843
Peshawar,34.0151,71.5249,covid19,21,2018-11-08,1228,1970042
Quetta,30.1798,66.975,covid19,21,2018-11-08,617,1001205
Sialkot,32.4945,74.5229,covid19,21,2018-11-08,406,655852
Gujranwala,32.1617,74.1883,covid19,18,2018-11-08,929,2027001
Hyderabad,25.396,68.3578,covid19,23,2018-11-08,1333,1734309
Sargodha,32.0836,72.6711,covid19,20,2018-11-08,361,659862
Bahawalpur,29.4,71.6833,covid19,18,2018-11-08,343,762111
Sukkur,27.7032,68.8589,covid19,21,2018-11-08,319,499900
Larkana,27.559,68.212,covid19,21,2018-11-08,296,490508
Sheikhupura,31.7167,73.9833,covid19,20,2018-11-08,258,473129
Jhang,31.28,72.3317,covid19,20,2018-11-08,214,414131
Rahim Yar Khan,28.4212,70.2989,covid19,20,2018-11-08,229,420419
Gujrat,32.5739,74.0776,covid19,14,2018-11-08,144,390533
Kasur,31.1167,74.45,covid19,14,2018-11-08,131,358409
Karachi,24.8607,67.0011,dengue,2,2018-11-15,193,14916456
Lahore,31.5204,74.3587,dengue,3,2018-11-15,174,11126285
Islamabad,33.6844,73.0479,dengue,2,2018-11-15,24,2000000
Faisalabad,31.4504,73.135,dengue,2,2018-11-15,47,3203846
Rawalpindi,33.5651,73.0169,dengue,1,2018-11-15,19,2098231
Multan,30.1575,71.5249,dengue,2,2018-11-15,27,1871843
Peshawar,34.0151,71.5249,dengue,2,2018-11-15,20,1970042
Quetta,30.1798,66.975,dengue,2,2018-11-15,15,1001205
Sialkot,32.4945,74.5229,dengue,2,2018-11-15,9,655852
Gujranwala,32.1617,74.1883,dengue,2,2018-11-15,26,2027001
Hyderabad,25.396,68.3578,dengue,3,2018-11-15,31,1734309
Sargodha,32.0836,72.6711,dengue,1,2018-11-15,6,659862
Bahawalpur,29.4,71.6833,dengue,2,2018-11-15,9,762111
Sukkur,27.7032,68.8589,dengue,2,2018-11-15,7,499900
Larkana,27.559,68.212,dengue,2,2018-11-15,6,490508
Sheikhupura,31.7167,73.9833,dengue,1,2018-11-15,4,473129
Jhang,31.28,72.3317,dengue,2,2018-11-15,5,414131
Rahim Yar Khan,28.4212,70.2989,dengue,2,2018-11-15,5,420419
Gujrat,32.5739,74.0776,dengue,2,2018-11-15,4,390533
Kasur,31.1167,74.45,dengue,1,2018-11-15,3,358409
Karachi,24.8607,67.0011,malaria,17,2018-11-15,2552,14916456
Lahore,31.5204,74.3587,malaria,13,2018-11-15,1557,11126285
Islamabad,33.6844,73.0479,malaria,10,2018-11-15,219,2000000
Faisalabad,31.4504,73.135,malaria,14,2018-11-15,461,3203846
Rawalpindi,33.5651,73.0169,malaria,13,2018-11-15,288,2098231
Multan,30.1575,71.5249,malaria,14,2018-11-15,276,1871843
Peshawar,34.0151,71.5249,malaria,9,2018-11-15,189,1970042
Quetta,30.1798,66.975,malaria,12,2018-11-15,127,1001205
Sialkot,32.4945,74.5229,malaria,13,2018-11-15,91,655852
Gujranwala,32.1617,74.1883,malaria,11,2018-11-15,236,2027001
Hyderabad,25.396,68.3578,malaria,15,2018-11-15,275,1734309
Sargodha,32.0836,72.6711,malaria,10,2018-11-15,70,659862
Bahawalpur,29.4,71.6833,malaria,13,2018-11-15,105,762111
Sukkur,27.7032,68.8589,malaria,15,2018-11-15,75,499900
Larkana,27.559,68.212,malaria,13,2018-11-15,64,490508
Sheikhupura,31.7167,73.9833,malaria,9,2018-11-15,46,473129
Jhang,31.28,72.3317,malaria,9,2018-11-15,38,414131
Rahim Yar Khan,28.4212,70.2989,malaria,13,2018-11-15,56,420419
Gujrat,32.5739,74.0776,malaria,12,2018-11-15,47,390533
Kasur,31.1167,74.45,malaria,11,2018-11-15,42,358409
Karachi,24.8607,67.0011,cholera,0,2018-11-15,9,14916456
Lahore,31.5204,74.3587,cholera,0,2018-11-15,7,11126285
Islamabad,33.6844,73.0479,cholera,0,2018-11-15,0,2000000
Faisalabad,31.4504,73.135,cholera,0,2018-11-15,1,3203846
Rawalpindi,33.5651,73.0169,cholera,0,2018-11-15,1,2098231
Multan,30.1575,71.5249,cholera,0,2018-11-15,1,1871843
Peshawar,34.0151,71.5249,cholera,0,2018-11-15,0,1970042
Quetta,30.1798,66.975,cholera,0,2018-11-15,0,1001205
Sialkot,32.4945,74.5229,cholera,0,2018-11-15,0,655852
Gujranwala,32.1617,74.1883,cholera,0,2018-11-15,0,2027001
Hyderabad,25.396,68.3578,cholera,0,2018-11-15,0,1734309
Sargodha,32.0836,72.6711,cholera,0,2018-11-15,0,659862
Bahawalpur,29.4,71.6833,cholera,0,2018-11-15,0,762111
Sukkur,27.7032,68.8589,cholera,0,2018-11-15,0,499900
Larkana,27.559,68.212,cholera,0,2018-11-15,0,490508
Sheikhupura,31.7167,73.9833,cholera,0,2018-11-15,0,473129
Jhang,31.28,72.3317,cholera,0,2018-11-15,0,414131
Rahim Yar Khan,28.4212,70.2989,cholera,0,2018-11-15,0,420419
Gujrat,32.5739,74.0776,cholera,0,2018-11-15,0,390533
Kasur,31.1167,74.45,cholera,0,2018-11-15,0,358409
Karachi,24.8607,67.0011,influenza,0,2018-11-15,567,14916456
Lahore,31.5204,74.3587,influenza,1,2018-11-15,687,11126285
Islamabad,33.6844,73.0479,influenza,0,2018-11-15,63,2000000
Faisalabad,31.4504,73.135,influenza,1,2018-11-15,179,3203846
Rawalpindi,33.5651,73.0169,influenza,0,2018-11-15,80,2098231
Multan,30.1575,71.5249,influenza,0,2018-11-15,83,1871843
Peshawar,34.0151,71.5249,influenza,0,2018-11-15,80,1970042
Quetta,30.1798,66.975,influenza,0,2018-11-15,40,1001205
Sialkot,32.4945,74.5229,influenza,0,2018-11-15,21,655852
Gujranwala,32.1617,74.1883,influenza,0,2018-11-15,93,2027001
Hyderabad,25.396,68.3578,influenza,1,2018-11-15,99,1734309
Sargodha,32.0836,72.6711,influenza,0,2018-11-15,21,659862
Bahawalpur,29.4,71.6833,influenza,0,2018-11-15,27,762111
Sukkur,27.7032,68.8589,influenza,0,2018-11-15,18,499900
Larkana,27.559,68.212,influenza,0,2018-11-15,20,490508
Sheikhupura,31.7167,73.9833,influenza,0,2018-11-15,17,473129
Jhang,31.28,72.3317,influenza,0,2018-11-15,12,414131
Rahim Yar Khan,28.4212,70.2989,influenza,0,2018-11-15,20,420419
Gujrat,32.5739,74.0776,influenza,0,2018-11-15,13,390533
Kasur,31.1167,74.45,influenza,0,2018-11-15,14,358409
Karachi,24.8607,67.0011,covid19,19,2018-11-15,7378,14916456
Lahore,31.5204,74.3587,covid19,22,2018-11-15,7426,11126285
Islamabad,33.6844,73.0479,covid19,18,2018-11-15,920,2000000
Faisalabad,31.4504,73.135,covid19,21,2018-11-15,1939,3203846
Rawalpindi,33.5651,73.0169,covid19,16,2018-11-15,867,2098231
Multan,30.1575,71.5249,covid19,18,2018-11-15,866,1871843
Peshawar,34.0151,71.5249,covid19,21,2018-11-15,1238,1970042
Quetta,30.1798,66.975,covid19,21,2018-11-15,606,1001205
Sialkot,32.4945,74.5229,covid19,21,2018-11-15,386,655852
Gujranwala,32.1617,74.1883,covid19,21,2018-11-15,1171,2027001
Hyderabad,25.396,68.3578,covid19,17,2018-11-15,748,1734309
Sargodha,32.0836,72.6711,covid19,16,2018-11-15,276,659862
Bahawalpur,29.4,71.6833,covid19,17,2018-11-15,333,762111
Sukkur,27.7032,68.8589,covid19,22,2018-11-15,348,499900
Larkana,27.559,68.212,covid19,15,2018-11-15,193,490508
Sheikhupura,31.7167,73.9833,covid19,19,2018-11-15,234,473129
Jhang,31.28,72.3317,covid19,20,2018-11-15,214,414131
Rahim Yar Khan,28.4212,70.2989,covid19,21,2018-11-15,262,420419
Gujrat,32.5739,74.0776,covid19,17,2018-11-15,169,390533
Kasur,31.1167,74.45,covid19,14,2018-11-15,134,358409
Karachi,24.8607,67.0011,dengue,2,2018-11-22,209,14916456
Lahore,31.5204,74.3587,dengue,2,2018-11-22,124,11126285
Islamabad,33.6844,73.0479,dengue,2,2018-11-22,26,2000000
Faisalabad,31.4504,73.135,dengue,1,2018-11-22,31,3203846
Rawalpindi,33.5651,73.0169,dengue,1,2018-11-22,18,2098231
Multan,30.1575,71.5249,dengue,2,2018-11-22,19,1871843
Peshawar,34.0151,71.5249,dengue,3,2018-11-22,30,1970042
Quetta,30.1798,66.975,dengue,1,2018-11-22,9,1001205
Sialkot,32.4945,74.5229,dengue,2,2018-11-22,7,655852
Gujranwala,32.1617,74.1883,dengue,3,2018-11-22,31,2027001
Hyderabad,25.396,68.3578,dengue,2,2018-11-22,25,1734309
Sargodha,32.0836,72.6711,dengue,1,2018-11-22,6,659862
Bahawalpur,29.4,71.6833,dengue,2,2018-11-22,10,762111
Sukkur,27.7032,68.8589,dengue,2,2018-11-22,5,499900
Larkana,27.559,68.212,dengue,2,2018-11-22,5,490508
Sheikhupura,31.7167,73.9833,dengue,1,2018-11-22,4,473129
Jhang,31.28,72.3317,dengue,2,2018-11-22,5,414131
Rahim Yar Khan,28.4212,70.2989,dengue,2,2018-11-22,5,420419
Gujrat,32.5739,74.0776,dengue,1,2018-11-22,3,390533
Kasur,31.1167,74.45,dengue,2,2018-11-22,4,358409
Karachi,24.8607,67.0011,malaria,13,2018-11-22,2052,14916456
Lahore,31.5204,74.3587,malaria,16,2018-11-22,1876,11126285
Islamabad,33.6844,73.0479,malaria,8,2018-11-22,177,2000000
Faisalabad,31.4504,73.135,malaria,12,2018-11-22,411,3203846
Rawalpindi,33.5651,73.0169,malaria,10,2018-11-22,220,2098231
Multan,30.1575,71.5249,malaria,10,2018-11-22,195,1871843
Peshawar,34.0151,71.5249,malaria,13,2018-11-22,263,1970042
Quetta,30.1798,66.975,malaria,9,2018-11-22,91,1001205
Sialkot,32.4945,74.5229,malaria,9,2018-11-22,64,655852
Gujranwala,32.1617,74.1883,malaria,13,2018-11-22,283,2027001
Hyderabad,25.396,68.3578,malaria,11,2018-11-22,204,1734309
Sargodha,32.0836,72.6711,malaria,8,2018-11-22,54,659862
Bahawalpur,29.4,71.6833,malaria,12,2018-11-22,99,762111
Sukkur,27.7032,68.8589,malaria,9,2018-11-22,45,499900
Larkana,27.559,68.212,malaria,9,2018-11-22,46,490508
Sheikhupura,31.7167,73.9833,malaria,8,2018-11-22,42,473129
Jhang,31.28,72.3317,malaria,8,2018-11-22,35,414131
Rahim Yar Khan,28.4212,70.2989,malaria,12,2018-11-22,51,420419
Gujrat,32.5739,74.0776,malaria,9,2018-11-22,38,390533
Kasur,31.1167,74.45,malaria,7,2018-11-22,27,358409
Karachi,24.8607,67.0011,cholera,0,2018-11-22,8,14916456
Lahore,31.5204,74.3587,cholera,0,2018-11-22,6,11126285
Islamabad,33.6844,73.0479,cholera,0,2018-11-22,0,2000000
Faisalabad,31.4504,73.135,cholera,0,2018-11-22,1,3203846
Rawalpindi,33.5651,73.0169,cholera,0,2018-11-22,1,2098231
Multan,30.1575,71.5249,cholera,0,2018-11-22,0,1871843
Peshawar,34.0151,71.5249,cholera,0,2018-11-22,1,1970042
Quetta,30.1798,66.975,cholera,0,2018-11-22,0,1001205
Sialkot,32.4945,74.5229,cholera,0,2018-11-22,0,655852
Gujranwala,32.1617,74.1883,cholera,0,2018-11-22,0,2027001
Hyderabad,25.396,68.3578,cholera,0,2018-11-22,0,1734309
Sargodha,32.0836,72.6711,cholera,0,2018-11-22,0,659862
Bahawalpur,29.4,71.6833,cholera,0,2018-11-22,0,762111
Sukkur,27.7032,68.8589,cholera,0,2018-11-22,0,499900
Larkana,27.559,68.212,cholera,0,2018-11-22,0,490508
Sheikhupura,31.7167,73.9833,cholera,0,2018-11-22,0,473129
Jhang,31.28,72.3317,cholera,0,2018-11-22,0,414131
Rahim Yar Khan,28.4212,70.2989,cholera,0,2018-11-22,0,420419
Gujrat,32.5739,74.0776,cholera,0,2018-11-22,0,390533
Kasur,31.1167,74.45,cholera,0,2018-11-22,0,358409
Karachi,24.8607,67.0011,influenza,1,2018-11-22,749,14916456
Lahore,31.5204,74.3587,influenza,0,2018-11-22,505,11126285
Islamabad,33.6844,73.0479,influenza,0,2018-11-22,74,2000000
Faisalabad,31.4504,73.135,influenza,0,2018-11-22,149,3203846
Rawalpindi,33.5651,73.0169,influenza,0,2018-11-22,97,2098231
Multan,30.1575,71.5249,influenza,0,2018-11-22,68,1871843
Peshawar,34.0151,71.5249,influenza,1,2018-11-22,122,1970042
Quetta,30.1798,66.975,influenza,0,2018-11-22,30,1001205
Sialkot,32.4945,74.5229,influenza,0,2018-11-22,24,655852
Gujranwala,32.1617,74.1883,influenza,0,2018-11-22,93,2027001
Hyderabad,25.396,68.3578,influenza,0,2018-11-22,85,1734309
Sargodha,32.0836,72.6711,influenza,0,2018-11-22,31,659862
Bahawalpur,29.4,71.6833,influenza,0,2018-11-22,29,762111
Sukkur,27.7032,68.8589,influenza,0,2018-11-22,20,499900
Larkana,27.559,68.212,influenza,1,2018-11-22,26,490508
Sheikhupura,31.7167,73.9833,influenza,0,2018-11-22,16,473129
Jhang,31.28,72.3317,influenza,0,2018-11-22,19,414131
Rahim Yar Khan,28.4212,70.2989,influenza,0,2018-11-22,19,420419
Gujrat,32.5739,74.0776,influenza,0,2018-11-22,13,390533
Kasur,31.1167,74.45,influenza,0,2018-11-22,12,358409
Karachi,24.8607,67.0011,covid19,22,2018-11-22,10427,14916456
Lahore,31.5204,74.3587,covid19,23,2018-11-22,8799,11126285
Islamabad,33.6844,73.0479,covid19,16,2018-11-22,802,2000000
Faisalabad,31.4504,73.135,covid19,20,2018-11-22,1807,3203846
Rawalpindi,33.5651,73.0169,covid19,14,2018-11-22,778,2098231
Multan,30.1575,71.5249,covid19,20,2018-11-22,1018,1871843
Peshawar,34.0151,71.5249,covid19,22,2018-11-22,1385,1970042
Quetta,30.1798,66.975,covid19,20,2018-11-22,569,1001205
Sialkot,32.4945,74.5229,covid19,18,2018-11-22,304,655852
Gujranwala,32.1617,74.1883,covid19,17,2018-11-22,863,2027001
Hyderabad,25.396,68.3578,covid19,22,2018-11-22,1203,1734309
Sargodha,32.0836,72.6711,covid19,14,2018-11-22,235,659862
Bahawalpur,29.4,71.6833,covid19,20,2018-11-22,420,762111
Sukkur,27.7032,68.8589,covid19,20,2018-11-22,284,499900
Larkana,27.559,68.212,covid19,20,2018-11-22,273,490508
Sheikhupura,31.7167,73.9833,covid19,18,2018-11-22,223,473129
Jhang,31.28,72.3317,covid19,21,2018-11-22,268,414131
Rahim Yar Khan,28.4212,70.2989,covid19,18,2018-11-22,192,420419
Gujrat,32.5739,74.0776,covid19,21,2018-11-22,232,390533
Kasur,31.1167,74.45,covid19,20,2018-11-22,196,358409
Karachi,24.8607,67.0011,dengue,2,2018-11-29,176,14916456
Lahore,31.5204,74.3587,dengue,2,2018-11-29,166,11126285
Islamabad,33.6844,73.0479,dengue,1,2018-11-29,19,2000000
Faisalabad,31.4504,73.135,dengue,3,2018-11-29,50,3203846
Rawalpindi,33.5651,73.0169,dengue,1,2018-11-29,19,2098231
Multan,30.1575,71.5249,dengue,3,2018-11-29,30,1871843
Peshawar,34.0151,71.5249,dengue,3,2018-11-29,33,1970042
Quetta,30.1798,66.975,dengue,1,2018-11-29,9,1001205
Sialkot,32.4945,74.5229,dengue,2,2018-11-29,7,655852
Gujranwala,32.1617,74.1883,dengue,2,2018-11-29,29,2027001
Hyderabad,25.396,68.3578,dengue,2,2018-11-29,26,1734309
Sargodha,32.0836,72.6711,dengue,2,2018-11-29,9,659862
Bahawalpur,29.4,71.6833,dengue,1,2018-11-29,7,762111
Sukkur,27.7032,68.8589,dengue,3,2018-11-29,8,499900
Larkana,27.559,68.212,dengue,2,2018-11-29,5,490508
Sheikhupura,31.7167,73.9833,dengue,2,2018-11-29,6,473129
Jhang,31.28,72.3317,dengue,2,2018-11-29,5,414131
Rahim Yar Khan,28.4212,70.2989,dengue,2,2018-11-29,5,420419
Gujrat,32.5739,74.0776,dengue,2,2018-11-29,5,390533
Kasur,31.1167,74.45,dengue,2,2018-11-29,4,358409
Karachi,24.8607,67.0011,malaria,18,2018-11-29,2823,14916456
Lahore,31.5204,74.3587,malaria,10,2018-11-29,1200,11126285
Islamabad,33.6844,73.0479,malaria,12,2018-11-29,245,2000000
Faisalabad,31.4504,73.135,malaria,12,2018-11-29,402,3203846
Rawalpindi,33.5651,73.0169,malaria,7,2018-11-29,164,2098231
Multan,30.1575,71.5249,malaria,14,2018-11-29,270,1871843
Peshawar,34.0151,71.5249,malaria,15,2018-11-29,302,1970042
Quetta,30.1798,66.975,malaria,10,2018-11-29,103,1001205
Sialkot,32.4945,74.5229,malaria,10,2018-11-29,71,655852
Gujranwala,32.1617,74.1883,malaria,10,2018-11-29,217,2027001
Hyderabad,25.396,68.3578,malaria,14,2018-11-29,246,1734309
Sargodha,32.0836,72.6711,malaria,7,2018-11-29,51,659862
Bahawalpur,29.4,71.6833,malaria,11,2018-11-29,91,762111
Sukkur,27.7032,68.8589,malaria,12,2018-11-29,61,499900
Larkana,27.559,68.212,malaria,14,2018-11-29,72,490508
Sheikhupura,31.7167,73.9833,malaria,10,2018-11-29,49,473129
Jhang,31.28,72.3317,malaria,8,2018-11-29,37,414131
Rahim Yar Khan,28.4212,70.2989,malaria,12,2018-11-29,53,420419
Gujrat,32.5739,74.0776,malaria,13,2018-11-29,54,390533
Kasur,31.1167,74.45,malaria,9,2018-11-29,33,358409
Karachi,24.8607,67.0011,cholera,0,2018-11-29,9,14916456
Lahore,31.5204,74.3587,cholera,0,2018-11-29,6,11126285
Islamabad,33.6844,73.0479,cholera,0,2018-11-29,0,2000000
Faisalabad,31.4504,73.135,cholera,0,2018-11-29,2,3203846
Rawalpindi,33.5651,73.0169,cholera,0,2018-11-29,0,2098231
Multan,30.1575,71.5249,cholera,0,2018-11-29,1,1871843
Peshawar,34.0151,71.5249,cholera,0,2018-11-29,1,1970042
Quetta,30.1798,66.975,cholera,0,2018-11-29,0,1001205
Sialkot,32.4945,74.5229,cholera,0,2018-11-29,0,655852
Gujranwala,32.1617,74.1883,cholera,0,2018-11-29,1,2027001
Hyderabad,25.396,68.3578,cholera,0,2018-11-29,0,1734309
Sargodha,32.0836,72.6711,cholera,0,2018-11-29,0,659862
Bahawalpur,29.4,71.6833,cholera,0,2018-11-29,0,762111
Sukkur,27.7032,68.8589,cholera,0,2018-11-29,0,499900
Larkana,27.559,68.212,cholera,0,2018-11-29,0,490508
Sheikhupura,31.7167,73.9833,cholera,0,2018-11-29,0,473129
Jhang,31.28,72.3317,cholera,0,2018-11-29,0,414131
Rahim Yar Khan,28.4212,70.2989,cholera,0,2018-11-29,0,420419
Gujrat,32.5739,74.0776,cholera,0,2018-11-29,0,390533
Kasur,31.1167,74.45,cholera,0,2018-11-29,0,358409
Karachi,24.8607,67.0011,influenza,0,2018-11-29,652,14916456
Lahore,31.5204,74.3587,influenza,1,2018-11-29,675,11126285
Islamabad,33.6844,73.0479,influenza,0,2018-11-29,64,2000000
Faisalabad,31.4504,73.135,influenza,0,2018-11-29,144,3203846
Rawalpindi,33.5651,73.0169,influenza,0,2018-11-29,64,2098231
Multan,30.1575,71.5249,influenza,0,2018-11-29,91,1871843
Peshawar,34.0151,71.5249,influenza,0,2018-11-29,70,1970042
Quetta,30.1798,66.975,influenza,0,2018-11-29,45,1001205
Sialkot,32.4945,74.5229,influenza,0,2018-11-29,31,655852
Gujranwala,32.1617,74.1883,influenza,1,2018-11-29,104,2027001
Hyderabad,25.396,68.3578,influenza,0,2018-11-29,65,1734309
Sargodha,32.0836,72.6711,influenza,0,2018-11-29,21,659862
Bahawalpur,29.4,71.6833,influenza,0,2018-11-29,37,762111
Sukkur,27.7032,68.8589,influenza,0,2018-11-29,21,499900
Larkana,27.559,68.212,influenza,0,2018-11-29,22,490508
Sheikhupura,31.7167,73.9833,influenza,0,2018-11-29,18,473129
Jhang,31.28,72.3317,influenza,0,2018-11-29,13,414131
Rahim Yar Khan,28.4212,70.2989,influenza,0,2018-11-29,18,420419
Gujrat,32.5739,74.0776,influenza,0,2018-11-29,11,390533
Kasur,31.1167,74.45,influenza,0,2018-11-29,11,358409
Karachi,24.8607,67.0011,covid19,20,2018-11-29,8513,14916456
Lahore,31.5204,74.3587,covid19,19,2018-11-29,5393,11126285
Islamabad,33.6844,73.0479,covid19,20,2018-11-29,1080,2000000
Faisalabad,31.4504,73.135,covid19,17,2018-11-29,1415,3203846
Rawalpindi,33.5651,73.0169,covid19,20,2018-11-29,1087,2098231
Multan,30.1575,71.5249,covid19,22,2018-11-29,1303,1871843
Peshawar,34.0151,71.5249,covid19,23,2018-11-29,1482,1970042
Quetta,30.1798,66.975,covid19,20,2018-11-29,572,1001205
Sialkot,32.4945,74.5229,covid19,15,2018-11-29,250,655852
Gujranwala,32.1617,74.1883,covid19,22,2018-11-29,1329,2027001
Hyderabad,25.396,68.3578,covid19,23,2018-11-29,1275,1734309
Sargodha,32.0836,72.6711,covid19,16,2018-11-29,276,659862
Bahawalpur,29.4,71.6833,covid19,17,2018-11-29,334,762111
Sukkur,27.7032,68.8589,covid19,20,2018-11-29,264,499900
Larkana,27.559,68.212,covid19,22,2018-11-29,337,490508
Sheikhupura,31.7167,73.9833,covid19,15,2018-11-29,187,473129
Jhang,31.28,72.3317,covid19,20,2018-11-29,226,414131
Rahim Yar Khan,28.4212,70.2989,covid19,17,2018-11-29,185,420419
Gujrat,32.5739,74.0776,covid19,20,2018-11-29,214,390533
Kasur,31.1167,74.45,covid19,21,2018-11-29,211,358409
Karachi,24.8607,67.0011,dengue,4,2018-12-06,299,14916456
Lahore,31.5204,74.3587,dengue,3,2018-12-06,187,11126285
Islamabad,33.6844,73.0479,dengue,1,2018-12-06,19,2000000
Faisalabad,31.4504,73.135,dengue,1,2018-12-06,32,3203846
Rawalpindi,33.5651,73.0169,dengue,2,2018-12-06,26,2098231
Multan,30.1575,71.5249,dengue,2,2018-12-06,28,1871843
Peshawar,34.0151,71.5249,dengue,2,2018-12-06,22,1970042
Quetta,30.1798,66.975,dengue,2,2018-12-06,13,1001205
Sialkot,32.4945,74.5229,dengue,1,2018-12-06,6,655852
Gujranwala,32.1617,74.1883,dengue,1,2018-12-06,18,2027001
Hyderabad,25.396,68.3578,dengue,3,2018-12-06,30,1734309
Sargodha,32.0836,72.6711,dengue,2,2018-12-06,7,659862
Bahawalpur,29.4,71.6833,dengue,1,2018-12-06,7,762111
Sukkur,27.7032,68.8589,dengue,2,2018-12-06,7,499900
Larkana,27.559,68.212,dengue,3,2018-12-06,8,490508
Sheikhupura,31.7167,73.9833,dengue,1,2018-12-06,4,473129
Jhang,31.28,72.3317,dengue,1,2018-12-06,4,414131
Rahim Yar Khan,28.4212,70.2989,dengue,1,2018-12-06,4,420419
Gujrat,32.5739,74.0776,dengue,2,2018-12-06,5,390533
Kasur,31.1167,74.45,dengue,1,2018-12-06,3,358409
Karachi,24.8607,67.0011,malaria,16,2018-12-06,2508,14916456
Lahore,31.5204,74.3587,malaria,16,2018-12-06,1813,11126285
Islamabad,33.6844,73.0479,malaria,8,2018-12-06,168,2000000
Faisalabad,31.4504,73.135,malaria,14,2018-12-06,449,3203846
Rawalpindi,33.5651,73.0169,malaria,8,2018-12-06,171,2098231
Multan,30.1575,71.5249,malaria,14,2018-12-06,265,1871843
Peshawar,34.0151,71.5249,malaria,10,2018-12-06,215,1970042
Quetta,30.1798,66.975,malaria,13,2018-12-06,139,1001205
Sialkot,32.4945,74.5229,malaria,12,2018-12-06,79,655852
Gujranwala,32.1617,74.1883,malaria,15,2018-12-06,320,2027001
Hyderabad,25.396,68.3578,malaria,13,2018-12-06,230,1734309
Sargodha,32.0836,72.6711,malaria,8,2018-12-06,54,659862
Bahawalpur,29.4,71.6833,malaria,9,2018-12-06,76,762111
Sukkur,27.7032,68.8589,malaria,14,2018-12-06,71,499900
Larkana,27.559,68.212,malaria,14,2018-12-06,70,490508
Sheikhupura,31.7167,73.9833,malaria,12,2018-12-06,59,473129
Jhang,31.28,72.3317,malaria,11,2018-12-06,49,414131
Rahim Yar Khan,28.4212,70.2989,malaria,11,2018-12-06,50,420419
Gujrat,32.5739,74.0776,malaria,11,2018-12-06,44,390533
Kasur,31.1167,74.45,malaria,10,2018-12-06,37,358409
Karachi,24.8607,67.0011,cholera,0,2018-12-06,9,14916456
Lahore,31.5204,74.3587,cholera,0,2018-12-06,7,11126285
Islamabad,33.6844,73.0479,cholera,0,2018-12-06,0,2000000
Faisalabad,31.4504,73.135,cholera,0,2018-12-06,1,3203846
Rawalpindi,33.5651,73.0169,cholera,0,2018-12-06,0,2098231
Multan,30.1575,71.5249,cholera,0,2018-12-06,1,1871843
Peshawar,34.0151,71.5249,cholera,0,2018-12-06,0,1970042
Quetta,30.1798,66.975,cholera,0,2018-12-06,0,1001205
Sialkot,32.4945,74.5229,cholera,0,2018-12-06,0,655852
Gujranwala,32.1617,74.1883,cholera,0,2018-12-06,1,2027001
Hyderabad,25.396,68.3578,cholera,0,2018-12-06,1,1734309
Sargodha,32.0836,72.6711,cholera,0,2018-12-06,0,659862
Bahawalpur,29.4,71.6833,cholera,0,2018-12-06,0,762111
Sukkur,27.7032,68.8589,cholera,0,2018-12-06,0,499900
Larkana,27.559,68.212,cholera,0,2018-12-06,0,490508
Sheikhupura,31.7167,73.9833,cholera,0,2018-12-06,0,473129
Jhang,31.28,72.3317,cholera,0,2018-12-06,0,414131
Rahim Yar Khan,28.4212,70.2989,cholera,0,2018-12-06,0,420419
Gujrat,32.5739,74.0776,cholera,0,2018-12-06,0,390533
Kasur,31.1167,74.45,cholera,0,2018-12-06,0,358409
Karachi,24.8607,67.0011,influenza,1,2018-12-06,864,14916456
Lahore,31.5204,74.3587,influenza,0,2018-12-06,501,11126285
Islamabad,33.6844,73.0479,influenza,0,2018-12-06,67,2000000
Faisalabad,31.4504,73.135,influenza,1,2018-12-06,219,3203846
Rawalpindi,33.5651,73.0169,influenza,1,2018-12-06,106,2098231
Multan,30.1575,71.5249,influenza,1,2018-12-06,120,1871843
Peshawar,34.0151,71.5249,influenza,0,2018-12-06,97,1970042
Quetta,30.1798,66.975,influenza,1,2018-12-06,60,1001205
Sialkot,32.4945,74.5229,influenza,1,2018-12-06,34,655852
Gujranwala,32.1617,74.1883,influenza,1,2018-12-06,127,2027001
Hyderabad,25.396,68.3578,influenza,1,2018-12-06,117,1734309
Sargodha,32.0836,72.6711,influenza,0,2018-12-06,31,659862
Bahawalpur,29.4,71.6833,influenza,1,2018-12-06,46,762111
Sukkur,27.7032,68.8589,influenza,1,2018-12-06,35,499900
Larkana,27.559,68.212,influenza,1,2018-12-06,25,490508
Sheikhupura,31.7167,73.9833,influenza,1,2018-12-06,26,473129
Jhang,31.28,72.3317,influenza,0,2018-12-06,17,414131
Rahim Yar Khan,28.4212,70.2989,influenza,1,2018-12-06,25,420419
Gujrat,32.5739,74.0776,influenza,1,2018-12-06,20,390533
Kasur,31.1167,74.45,influenza,0,2018-12-06,17,358409
Karachi,24.8607,67.0011,covid19,21,2018-12-06,8833,14916456
