week_start,district,disease,cases,temperature,humidity,rainfall,population_density,sanitation_index,cases_last_4weeks,cases_last_8weeks,CERS
2021-07-04,Multan,Cholera,29,39.1,73.5,10.7,247,0.79,52.0,112.0,31.021428571428572
2021-07-25,Multan,Cholera,17,31.9,47.8,10.9,506,0.58,55.0,111.0,37.09761904761905
2022-09-04,Multan,Cholera,17,30.5,72.8,13.9,908,0.75,63.0,116.0,48.59761904761905
2022-09-11,Multan,Cholera,19,29.4,75.9,15.9,946,0.78,82.0,120.0,51.40714285714285
2023-08-20,Multan,Cholera,26,35.4,57.0,8.5,761,0.71,79.0,131.0,46.94047619047619
2023-10-08,Multan,Cholera,13,27.1,54.3,18.3,563,0.93,75.0,130.0,33.411904761904765
2024-02-04,Multan,Cholera,0,29.1,76.4,19.3,254,0.61,58.0,121.0,22.58333333333334
2024-03-31,Multan,Cholera,11,31.6,86.7,11.2,674,0.62,50.0,132.0,38.61904761904762
2024-04-28,Multan,Cholera,9,37.3,72.4,8.6,106,0.69,33.0,112.0,15.842857142857145
2024-06-09,Multan,Cholera,38,28.9,68.7,14.5,139,0.91,58.0,133.0,32.06428571428571
2024-07-14,Multan,Cholera,20,26.2,79.4,15.4,194,0.94,78.0,136.0,23.461904761904766
2024-07-21,Multan,Cholera,41,34.1,49.7,14.9,333,0.32,108.0,158.0,52.2452380952381
2024-10-13,Multan,Cholera,5,32.5,45.8,14.8,655,0.5,104.0,137.0,38.75714285714286
2025-05-11,Multan,Cholera,11,29.7,65.4,14.6,670,0.42,77.0,135.0,44.18571428571429
2025-09-28,Multan,Cholera,19,31.1,68.2,3.8,316,1.0,76.0,154.0,19.957142857142856
2025-11-16,Multan,Cholera,2,26.1,40.4,5.1,558,0.46,37.0,145.0,29.75952380952381
2015-02-22,Multan,Dengue,16,29.8,61.8,10.8,244,0.61,16.0,16.0,27.142857142857146
2015-08-23,Multan,Dengue,40,29.5,78.9,6.0,146,0.54,56.0,56.0,36.590476190476195
2015-10-18,Multan,Dengue,2,24.5,69.4,16.6,164,0.95,58.0,58.0,12.57619047619048
2015-12-27,Multan,Dengue,16,30.2,70.7,15.3,118,0.95,74.0,74.0,18.392857142857146
2016-04-03,Multan,Dengue,1,42.5,61.6,18.1,769,0.79,59.0,75.0,36.121428571428574
2016-04-10,Multan,Dengue,5,29.9,47.6,4.2,635,0.51,24.0,80.0,32.590476190476195
2017-06-04,Multan,Dengue,9,29.5,62.7,13.5,573,0.56,31.0,89.0,36.45952380952381
2017-09-24,Multan,Dengue,60,29.9,47.8,6.8,781,0.82,75.0,149.0,63.98571428571429
2018-01-21,Multan,Dengue,16,27.3,52.8,17.1,931,0.98,90.0,149.0,45.79285714285714
2018-03-11,Multan,Dengue,2,28.2,87.6,16.5,426,0.35,87.0,111.0,33.25952380952381
2018-05-06,Multan,Dengue,13,22.8,88.4,1.4,156,0.82,91.0,122.0,13.595238095238097
2018-10-21,Multan,Dengue,16,33.4,44.1,9.0,533,0.61,47.0,122.0,35.87619047619047
2018-10-28,Multan,Dengue,1,30.6,59.4,11.6,819,0.67,32.0,122.0,36.93809523809524
2018-12-23,Multan,Dengue,12,25.1,48.0,14.6,344,0.98,42.0,129.0,22.690476190476193
2019-04-14,Multan,Dengue,18,29.1,40.2,5.2,819,0.69,47.0,138.0,43.05238095238095
2019-04-28,Multan,Dengue,13,25.7,60.9,5.1,816,0.54,44.0,91.0,43.0452380952381
2019-05-26,Multan,Dengue,3,30.1,44.7,5.1,698,0.52,46.0,78.0,33.79761904761905
2019-08-25,Multan,Dengue,26,32.6,84.7,0.8,694,0.36,60.0,102.0,47.85714285714286
2020-03-22,Multan,Dengue,14,23.8,76.5,5.6,707,0.75,56.0,103.0,36.03333333333333
2020-04-05,Multan,Dengue,20,35.9,44.8,15.1,751,0.81,63.0,107.0,44.47857142857143
2020-09-13,Multan,Dengue,32,35.4,81.0,19.4,122,0.9,92.0,138.0,30.71904761904762
2020-10-04,Multan,Dengue,18,27.3,42.1,1.6,686,0.47,84.0,144.0,41.21904761904762
2020-10-11,Multan,Dengue,4,28.3,47.4,1.7,662,0.38,74.0,130.0,34.26904761904762
2021-07-25,Multan,Dengue,62,25.1,43.9,12.8,501,0.69,116.0,179.0,61.3952380952381
2021-08-15,Multan,Dengue,24,33.1,46.2,7.0,104,0.32,108.0,200.0,30.94761904761904
2021-08-22,Multan,Dengue,46,33.6,71.5,3.9,661,0.34,136.0,220.0,60.13571428571428
2021-09-26,Multan,Dengue,32,29.5,45.9,2.2,995,0.74,164.0,238.0,54.419047619047625
2021-11-07,Multan,Dengue,17,34.1,75.7,7.5,254,0.36,119.0,235.0,31.397619047619052
2022-08-28,Multan,Dengue,51,25.0,44.1,4.8,237,0.5,146.0,254.0,46.109523809523814
2022-12-11,Multan,Dengue,18,29.6,69.8,12.4,387,0.35,118.0,254.0,39.05238095238096
2023-02-26,Multan,Dengue,3,37.0,59.8,3.8,486,0.69,89.0,253.0,22.680952380952384
2023-05-14,Multan,Dengue,11,28.2,72.2,17.4,209,0.45,83.0,202.0,29.619047619047624
2023-05-28,Multan,Dengue,16,40.7,69.7,19.3,343,0.46,48.0,194.0,37.69285714285715
2023-06-04,Multan,Dengue,15,32.2,58.1,10.2,190,0.9,45.0,163.0,18.67142857142857
2023-06-18,Multan,Dengue,1,29.9,74.9,3.2,606,0.53,43.0,132.0,28.43809523809524
2023-07-23,Multan,Dengue,46,37.7,61.3,17.0,507,0.68,78.0,161.0,54.75238095238095
2023-11-26,Multan,Dengue,5,30.9,52.9,14.4,765,0.64,67.0,115.0,39.423809523809524
2023-12-24,Multan,Dengue,7,37.4,48.2,15.4,842,0.81,59.0,104.0,40.233333333333334
2024-03-03,Multan,Dengue,5,26.9,65.0,6.3,196,0.59,63.0,106.0,17.40714285714286
2024-03-10,Multan,Dengue,3,24.5,74.4,16.8,167,0.34,20.0,98.0,25.547619047619047
2024-03-17,Multan,Dengue,4,32.0,86.4,10.6,784,0.76,19.0,86.0,35.18571428571428
2024-06-02,Multan,Dengue,10,38.5,70.5,11.6,147,0.31,22.0,81.0,26.880952380952376
2024-09-15,Multan,Dengue,53,38.3,67.8,13.5,533,0.84,70.0,133.0,54.66904761904763
2025-03-02,Multan,Dengue,18,34.8,54.3,2.6,898,0.53,85.0,105.0,47.58571428571429
2025-03-09,Multan,Dengue,15,31.0,64.8,7.6,839,0.72,96.0,115.0,42.6047619047619
2025-05-25,Multan,Dengue,3,32.5,51.4,8.5,579,0.96,89.0,111.0,22.730952380952385
2015-01-18,Multan,Diarrhea,7,27.0,60.4,9.3,787,0.49,7.0,7.0,41.75
2015-02-01,Multan,Diarrhea,13,32.7,61.8,13.6,462,0.72,20.0,20.0,31.895238095238092
2015-02-22,Multan,Diarrhea,5,28.7,83.3,13.4,695,0.53,25.0,25.0,38.79047619047619
2015-04-26,Multan,Diarrhea,13,23.8,58.5,19.8,335,0.89,38.0,38.0,27.361904761904764
2015-06-07,Multan,Diarrhea,27,41.8,74.7,18.5,446,0.39,58.0,65.0,48.411904761904765
2015-08-23,Multan,Diarrhea,31,25.3,44.4,1.5,737,0.72,76.0,96.0,45.29761904761905
2015-09-13,Multan,Diarrhea,8,33.7,45.7,18.8,247,0.43,79.0,104.0,30.271428571428576
2015-09-27,Multan,Diarrhea,9,30.7,80.6,7.0,387,0.84,75.0,113.0,21.409523809523808
2015-11-08,Multan,Diarrhea,19,28.5,68.6,0.4,359,0.69,67.0,125.0,25.890476190476193
2015-11-22,Multan,Diarrhea,14,48.4,48.7,6.2,330,0.34,50.0,126.0,31.966666666666665
2016-01-03,Multan,Diarrhea,7,30.2,63.1,4.7,837,0.39,49.0,128.0,43.11666666666667
2016-02-28,Multan,Diarrhea,7,37.7,59.7,0.3,822,0.95,47.0,122.0,29.21666666666666
2017-02-19,Multan,Diarrhea,0,28.5,45.1,9.6,689,0.54,28.0,95.0,33.63333333333333
2018-05-27,Multan,Diarrhea,8,30.7,54.0,14.7,287,0.86,22.0,72.0,20.954761904761902
2018-06-10,Multan,Diarrhea,37,29.5,66.0,4.1,254,0.85,52.0,101.0,31.32619047619048
2018-08-12,Multan,Diarrhea,19,30.6,64.2,14.0,977,1.0,64.0,111.0,47.09047619047619
2018-11-11,Multan,Diarrhea,15,34.4,44.2,3.5,379,0.45,79.0,107.0,30.62142857142857
2018-12-09,Multan,Diarrhea,11,30.5,59.9,9.6,854,0.95,82.0,104.0,37.219047619047615
2019-04-14,Multan,Diarrhea,9,22.7,58.5,9.9,883,0.97,54.0,106.0,36.792857142857144
2020-04-26,Multan,Diarrhea,14,31.9,44.3,0.9,875,0.76,49.0,113.0,39.083333333333336
2021-05-23,Multan,Diarrhea,8,29.6,52.3,4.1,141,0.43,42.0,121.0,19.38809523809524
2021-07-25,Multan,Diarrhea,30,28.7,76.8,14.9,983,0.31,61.0,143.0,67.82619047619048
2022-01-09,Multan,Diarrhea,2,37.0,74.3,7.8,505,0.88,54.0,108.0,20.942857142857143
2022-01-23,Multan,Diarrhea,3,35.2,46.4,5.0,242,0.85,43.0,92.0,11.947619047619048
2022-04-03,Multan,Diarrhea,9,23.0,63.1,17.6,666,0.59,44.0,86.0,41.00952380952381
2022-09-11,Multan,Diarrhea,3,32.4,81.1,14.0,286,0.44,17.0,78.0,26.114285714285717
2022-12-25,Multan,Diarrhea,7,36.5,54.8,18.6,567,0.95,22.0,76.0,29.86666666666667
2023-05-14,Multan,Diarrhea,15,35.0,49.4,12.9,593,0.4,34.0,77.0,43.45476190476191
2023-06-04,Multan,Diarrhea,14,32.3,86.6,2.2,686,0.99,39.0,83.0,28.833333333333332
2023-06-11,Multan,Diarrhea,46,35.6,84.9,16.0,326,0.35,82.0,99.0,54.81904761904761
2023-06-25,Multan,Diarrhea,42,26.7,53.7,11.2,537,0.35,117.0,139.0,57.16666666666668
2023-12-03,Multan,Diarrhea,16,40.1,76.4,9.4,672,0.9,118.0,152.0,34.909523809523805
2024-01-14,Multan,Diarrhea,0,30.3,75.1,0.5,126,0.55,104.0,143.0,10.116666666666667
2024-02-25,Multan,Diarrhea,12,30.4,78.8,5.7,101,0.51,70.0,152.0,19.54047619047619
2024-03-17,Multan,Diarrhea,13,31.1,64.3,3.7,261,0.59,41.0,158.0,22.845238095238095
2024-06-16,Multan,Diarrhea,23,28.7,62.2,12.4,202,0.88,48.0,166.0,25.142857142857146
2025-01-12,Multan,Diarrhea,10,25.7,72.8,18.7,628,0.53,58.0,162.0,42.06428571428571
2025-06-08,Multan,Diarrhea,36,31.1,58.0,20.0,347,0.75,82.0,152.0,43.804761904761904
2025-07-13,Multan,Diarrhea,41,38.4,42.1,9.9,180,0.76,110.0,151.0,35.845238095238095
2025-09-07,Multan,Diarrhea,14,32.5,74.0,1.4,327,0.57,101.0,149.0,24.86666666666667
2025-10-12,Multan,Diarrhea,0,39.6,69.6,10.6,603,0.52,91.0,149.0,31.666666666666664
2015-07-05,Multan,Food Poisoning,13,35.1,60.2,16.7,877,0.45,13.0,13.0,52.67857142857143
2015-09-13,Multan,Food Poisoning,2,27.1,81.2,0.1,406,1.0,15.0,15.0,11.392857142857144
2015-11-29,Multan,Food Poisoning,18,37.7,89.5,15.3,125,0.6,33.0,33.0,26.76904761904762
2016-01-17,Multan,Food Poisoning,13,27.4,55.6,9.0,401,0.78,46.0,46.0,26.361904761904757
2016-04-17,Multan,Food Poisoning,18,34.2,52.6,9.5,103,0.96,51.0,64.0,15.935714285714287
2016-10-23,Multan,Food Poisoning,8,34.0,63.5,8.3,276,0.38,57.0,72.0,26.988095238095237
2017-05-07,Multan,Food Poisoning,1,26.6,59.7,10.4,975,0.46,40.0,73.0,45.73809523809524
2017-08-13,Multan,Food Poisoning,10,31.8,56.9,2.7,967,0.52,37.0,83.0,45.56428571428572
2017-08-27,Multan,Food Poisoning,13,16.8,77.5,5.1,690,0.41,32.0,83.0,41.445238095238096
2017-10-15,Multan,Food Poisoning,14,25.5,60.7,9.6,944,0.74,38.0,95.0,46.13333333333333
2018-02-04,Multan,Food Poisoning,17,34.8,70.3,18.0,610,0.32,54.0,94.0,49.31428571428572
2018-05-06,Multan,Food Poisoning,14,38.7,57.8,17.2,324,0.75,58.0,95.0,29.06666666666667
2018-05-27,Multan,Food Poisoning,2,36.5,47.8,8.3,718,0.95,47.0,79.0,26.89285714285714
2018-07-29,Multan,Food Poisoning,13,28.4,64.8,12.5,899,0.7,46.0,84.0,46.311904761904756
2018-09-02,Multan,Food Poisoning,2,30.9,62.6,4.9,529,0.41,31.0,85.0,29.69285714285715
2018-09-30,Multan,Food Poisoning,15,31.1,40.5,9.5,379,0.93,32.0,90.0,24.021428571428572
2018-10-21,Multan,Food Poisoning,16,29.6,41.6,4.3,395,0.58,46.0,93.0,29.52619047619048
2018-11-04,Multan,Food Poisoning,12,28.2,74.2,18.7,157,0.84,45.0,91.0,21.307142857142857
2018-12-09,Multan,Food Poisoning,16,22.9,69.1,8.5,279,0.6,59.0,90.0,27.35952380952381
2019-04-14,Multan,Food Poisoning,16,32.4,74.8,7.3,318,0.89,60.0,92.0,22.25952380952381
2019-08-04,Multan,Food Poisoning,12,30.7,68.7,5.4,125,0.57,56.0,102.0,18.990476190476194
2019-11-17,Multan,Food Poisoning,2,31.9,63.9,4.3,536,0.32,46.0,91.0,31.42619047619048
2020-01-19,Multan,Food Poisoning,7,31.7,61.6,2.4,150,0.57,37.0,96.0,15.46666666666667
2020-01-26,Multan,Food Poisoning,0,29.0,70.5,7.4,918,0.61,21.0,81.0,38.766666666666666
2020-03-01,Multan,Food Poisoning,19,35.8,84.7,18.5,391,0.99,28.0,84.0,30.00714285714286
2020-03-08,Multan,Food Poisoning,0,24.4,80.9,16.8,375,1.0,26.0,72.0,17.56666666666667
2020-04-19,Multan,Food Poisoning,16,30.5,71.2,10.6,665,0.33,35.0,72.0,46.67619047619048
2020-09-27,Multan,Food Poisoning,14,33.7,76.6,17.6,959,0.35,49.0,70.0,58.43333333333334
2020-10-11,Multan,Food Poisoning,2,35.1,71.3,11.5,360,0.35,32.0,60.0,28.559523809523807
2021-02-07,Multan,Food Poisoning,6,25.7,71.2,18.4,200,0.78,38.0,64.0,20.36190476190476
2021-02-14,Multan,Food Poisoning,10,36.3,42.6,15.4,473,0.87,32.0,67.0,28.447619047619042
2021-02-28,Multan,Food Poisoning,4,36.0,48.5,18.1,217,0.87,22.0,71.0,17.83571428571429
2021-04-18,Multan,Food Poisoning,5,27.8,73.3,10.7,914,0.78,25.0,57.0,39.74047619047619
2021-05-30,Multan,Food Poisoning,2,31.0,61.5,8.4,867,0.87,21.0,59.0,33.50952380952381
2021-11-14,Multan,Food Poisoning,14,33.3,62.8,15.0,650,0.48,25.0,57.0,44.23333333333334
2022-02-13,Multan,Food Poisoning,2,37.5,48.4,16.9,844,0.59,23.0,45.0,42.59285714285715
2022-05-01,Multan,Food Poisoning,14,21.3,56.4,3.1,771,0.72,32.0,57.0,37.516666666666666
2022-10-02,Multan,Food Poisoning,20,28.8,49.8,3.5,680,0.65,50.0,71.0,39.511904761904766
2022-12-04,Multan,Food Poisoning,1,29.7,80.4,5.7,978,0.97,37.0,62.0,33.28809523809524
2022-12-11,Multan,Food Poisoning,0,30.0,81.1,16.5,450,0.56,35.0,58.0,28.71666666666667
2023-09-17,Multan,Food Poisoning,12,29.0,52.8,13.7,683,0.81,33.0,65.0,36.94047619047619
2023-10-01,Multan,Food Poisoning,8,27.7,63.0,5.4,621,0.62,21.0,71.0,32.23809523809524
2024-02-04,Multan,Food Poisoning,16,34.9,67.4,5.8,975,0.55,36.0,73.0,50.2095238095238
2024-04-14,Multan,Food Poisoning,2,30.1,40.4,9.7,328,0.48,38.0,73.0,23.992857142857144
2024-06-16,Multan,Food Poisoning,2,39.9,70.5,18.2,839,0.47,28.0,61.0,45.47619047619047
2024-06-23,Multan,Food Poisoning,14,33.8,79.8,19.4,445,0.95,34.0,55.0,30.200000000000003
2024-08-04,Multan,Food Poisoning,8,31.9,54.5,5.0,661,0.54,26.0,62.0,34.97142857142857
2024-10-13,Multan,Food Poisoning,19,35.1,56.9,7.9,420,0.48,43.0,81.0,35.87380952380952
2024-10-27,Multan,Food Poisoning,17,32.4,55.5,8.5,431,0.38,58.0,86.0,37.397619047619045
2024-12-08,Multan,Food Poisoning,20,27.4,44.5,10.1,388,0.76,64.0,98.0,30.878571428571426
2025-04-13,Multan,Food Poisoning,11,26.0,54.8,11.5,278,0.47,67.0,93.0,28.569047619047616
2025-10-26,Multan,Food Poisoning,2,31.8,87.0,17.3,181,0.49,50.0,93.0,22.692857142857143
2025-11-16,Multan,Food Poisoning,5,26.8,53.5,6.8,269,0.93,38.0,96.0,13.29047619047619
2015-01-18,Multan,Gastroenteritis,4,28.3,46.1,9.7,178,0.71,4.0,4.0,15.535714285714286
2015-09-27,Multan,Gastroenteritis,14,34.8,76.1,4.7,571,0.56,18.0,18.0,34.85
2015-10-04,Multan,Gastroenteritis,13,19.7,41.6,11.1,728,0.98,31.0,31.0,34.31190476190476
2016-05-15,Multan,Gastroenteritis,2,30.7,85.3,16.1,469,0.48,33.0,33.0,31.892857142857146
2016-08-14,Multan,Gastroenteritis,16,22.5,52.3,7.6,643,0.8,45.0,49.0,35.042857142857144
2016-10-16,Multan,Gastroenteritis,13,22.5,45.4,8.4,679,0.65,44.0,62.0,37.92857142857142
2017-02-19,Multan,Gastroenteritis,11,32.8,52.9,8.6,670,0.44,42.0,73.0,40.785714285714285
2017-09-03,Multan,Gastroenteritis,16,24.5,63.4,15.7,896,0.71,56.0,89.0,49.326190476190476
2018-06-24,Multan,Gastroenteritis,17,26.1,42.7,12.6,816,0.74,57.0,102.0,45.080952380952375
2018-12-30,Multan,Gastroenteritis,18,29.5,86.7,4.4,777,0.73,62.0,106.0,40.45238095238095
2019-05-12,Multan,Gastroenteritis,20,33.9,45.3,5.0,211,0.76,71.0,113.0,22.428571428571427
2019-06-23,Multan,Gastroenteritis,17,21.6,55.7,7.2,319,0.93,72.0,128.0,22.014285714285712
2019-07-07,Multan,Gastroenteritis,16,37.0,71.6,0.9,717,0.72,71.0,128.0,35.759523809523806
2020-01-12,Multan,Gastroenteritis,11,37.9,71.4,19.4,123,0.86,64.0,126.0,19.552380952380954
2020-03-01,Multan,Gastroenteritis,9,43.3,45.7,18.0,513,0.68,53.0,124.0,34.30952380952381
2020-03-29,Multan,Gastroenteritis,1,28.3,57.6,3.1,393,0.63,37.0,109.0,19.288095238095238
2020-04-19,Multan,Gastroenteritis,17,26.6,89.7,8.6,883,0.86,38.0,109.0,42.91428571428572
2020-08-30,Multan,Gastroenteritis,3,22.6,71.1,0.3,232,0.98,30.0,94.0,6.664285714285715
2020-09-13,Multan,Gastroenteritis,9,31.5,47.9,1.7,234,0.75,30.0,83.0,15.459523809523812
2021-02-28,Multan,Gastroenteritis,7,28.3,75.8,11.0,891,0.39,36.0,73.0,48.06666666666666
2021-03-14,Multan,Gastroenteritis,19,31.0,74.0,4.3,997,0.52,38.0,76.0,52.50714285714285
2021-06-27,Multan,Gastroenteritis,12,33.2,62.9,14.2,121,0.57,47.0,77.0,23.25714285714286
2022-01-02,Multan,Gastroenteritis,12,28.5,49.1,10.6,388,0.41,50.0,80.0,33.55714285714286
2022-02-27,Multan,Gastroenteritis,18,31.7,81.9,10.3,714,0.5,61.0,97.0,45.90238095238095
2022-03-20,Multan,Gastroenteritis,0,33.7,58.5,14.0,142,0.48,42.0,80.0,18.8
2022-06-05,Multan,Gastroenteritis,7,31.5,54.8,15.2,853,0.5,37.0,84.0,46.7
2022-07-03,Multan,Gastroenteritis,6,24.6,87.9,19.1,274,0.52,31.0,81.0,28.37857142857143
2022-12-04,Multan,Gastroenteritis,10,26.3,63.9,10.9,405,0.36,23.0,84.0,34.13095238095239
2023-04-30,Multan,Gastroenteritis,18,26.0,84.9,17.8,943,0.62,41.0,83.0,54.88571428571428
2023-06-25,Multan,Gastroenteritis,11,35.5,42.6,10.4,960,0.6,45.0,82.0,48.15238095238096
2023-07-16,Multan,Gastroenteritis,10,35.8,44.5,19.0,482,0.91,49.0,80.0,29.747619047619047
2023-08-13,Multan,Gastroenteritis,14,23.6,79.7,8.0,167,0.5,53.0,76.0,24.233333333333338
2023-08-20,Multan,Gastroenteritis,2,31.6,63.0,11.0,451,0.32,37.0,78.0,31.94285714285714
2023-08-27,Multan,Gastroenteritis,4,29.0,82.4,16.9,997,0.73,30.0,75.0,46.035714285714285
2023-09-24,Multan,Gastroenteritis,9,24.5,80.6,5.3,297,0.54,29.0,78.0,23.559523809523807
2023-12-10,Multan,Gastroenteritis,9,28.3,87.0,19.4,989,0.45,24.0,77.0,55.47619047619048
2024-01-21,Multan,Gastroenteritis,11,24.9,50.8,5.8,217,0.88,33.0,70.0,15.485714285714286
2024-02-04,Multan,Gastroenteritis,18,26.5,77.2,4.7,942,0.56,47.0,77.0,49.50238095238096
2024-03-03,Multan,Gastroenteritis,4,32.4,68.6,6.3,605,0.66,42.0,71.0,29.069047619047616
2024-05-26,Multan,Gastroenteritis,14,23.0,83.4,0.4,673,0.8,47.0,71.0,31.3
2024-11-17,Multan,Gastroenteritis,7,39.2,50.6,3.9,124,0.71,43.0,76.0,12.55
2015-03-01,Multan,Heat Stroke,14,27.6,84.2,14.5,321,0.55,14.0,14.0,31.616666666666664
2015-09-13,Multan,Heat Stroke,3,22.4,75.8,11.1,787,0.48,17.0,17.0,40.56428571428572
2016-02-14,Multan,Heat Stroke,19,29.8,40.6,16.9,396,0.7,36.0,36.0,35.173809523809524
2016-02-21,Multan,Heat Stroke,2,35.3,46.1,19.1,963,0.39,38.0,38.0,51.65952380952381
2016-03-13,Multan,Heat Stroke,1,32.5,73.8,4.0,465,0.81,25.0,39.0,18.538095238095238
2016-10-23,Multan,Heat Stroke,9,31.9,78.3,12.7,222,0.57,31.0,48.0,24.15952380952381
2017-02-05,Multan,Heat Stroke,6,32.1,83.0,14.7,132,0.98,18.0,54.0,12.245238095238095
2017-06-18,Multan,Heat Stroke,14,32.4,60.3,1.1,651,1.0,30.0,68.0,26.91666666666667
2017-08-06,Multan,Heat Stroke,17,30.8,64.3,12.0,920,0.62,46.0,71.0,50.64761904761905
2017-12-17,Multan,Heat Stroke,7,28.4,58.5,8.3,780,0.57,44.0,75.0,39.416666666666664
2018-01-14,Multan,Heat Stroke,19,27.7,87.4,0.8,497,0.51,57.0,75.0,34.29047619047619
2018-03-18,Multan,Heat Stroke,3,30.0,53.3,13.0,320,0.42,46.0,76.0,27.14761904761905
2018-08-05,Multan,Heat Stroke,15,27.0,59.1,7.1,479,0.5,44.0,90.0,34.7547619047619
2018-09-30,Multan,Heat Stroke,15,31.4,73.3,8.4,778,0.79,52.0,96.0,39.57142857142857
2018-10-14,Multan,Heat Stroke,19,28.6,83.4,13.2,786,1.0,52.0,109.0,40.32380952380952
2019-08-11,Multan,Heat Stroke,11,26.6,49.6,11.5,703,0.58,60.0,106.0,40.53571428571429
2019-09-01,Multan,Heat Stroke,4,23.9,60.1,9.7,351,0.69,49.0,93.0,21.70238095238095
2020-03-01,Multan,Heat Stroke,10,31.6,72.0,4.3,891,0.85,44.0,96.0,37.23095238095239
2020-04-05,Multan,Heat Stroke,20,29.3,77.3,10.6,439,0.43,45.0,97.0,39.42857142857143
2020-06-07,Multan,Heat Stroke,1,34.8,50.9,6.7,746,0.31,35.0,95.0,39.25476190476191
2020-07-26,Multan,Heat Stroke,7,29.4,63.7,14.2,504,0.51,38.0,87.0,34.36666666666667
2020-09-06,Multan,Heat Stroke,18,28.2,63.2,4.4,473,0.97,46.0,90.0,25.51904761904762
2020-11-08,Multan,Heat Stroke,10,33.7,41.0,1.7,666,0.89,36.0,81.0,27.630952380952383
2021-10-17,Multan,Heat Stroke,10,32.7,43.6,4.8,701,0.34,45.0,80.0,41.34761904761904
2022-02-13,Multan,Heat Stroke,18,30.0,59.5,8.5,832,0.92,56.0,94.0,40.535714285714285
2022-10-30,Multan,Heat Stroke,17,30.8,53.8,5.6,585,0.67,55.0,101.0,35.28095238095238
2022-11-06,Multan,Heat Stroke,4,26.2,72.7,0.5,702,0.37,49.0,85.0,35.20238095238095
2024-05-26,Multan,Heat Stroke,7,30.6,58.8,14.5,213,0.47,46.0,91.0,25.61666666666667
2024-08-18,Multan,Heat Stroke,12,34.6,78.5,0.5,955,0.72,40.0,96.0,41.207142857142856
2024-08-25,Multan,Heat Stroke,17,26.2,48.1,7.3,616,0.46,40.0,95.0,41.36428571428571
2024-10-06,Multan,Heat Stroke,15,30.3,64.0,12.2,585,0.43,51.0,100.0,42.238095238095234
2024-10-27,Multan,Heat Stroke,20,20.8,45.0,6.0,591,0.39,64.0,110.0,42.9952380952381
2025-04-13,Multan,Heat Stroke,16,36.7,78.1,16.2,752,0.95,68.0,108.0,39.976190476190474
2025-04-27,Multan,Heat Stroke,19,34.4,83.9,18.1,780,0.69,70.0,110.0,48.773809523809526
2025-07-06,Multan,Heat Stroke,13,25.1,61.3,15.8,197,0.54,68.0,119.0,27.761904761904766
2025-07-13,Multan,Heat Stroke,8,20.9,80.2,5.5,221,0.64,56.0,120.0,18.554761904761904
2025-08-24,Multan,Heat Stroke,0,32.5,81.9,18.1,458,0.91,40.0,108.0,22.78333333333333
2025-10-12,Multan,Heat Stroke,1,30.0,82.7,19.0,397,0.34,22.0,92.0,33.17142857142857
2015-04-26,Multan,Hepatitis A,4,38.8,69.2,11.9,694,0.78,4.0,4.0,32.43571428571428
2015-05-10,Multan,Hepatitis A,8,30.4,84.8,18.1,590,0.68,12.0,12.0,36.3547619047619
2015-05-24,Multan,Hepatitis A,4,29.4,86.5,11.2,377,0.4,16.0,16.0,29.119047619047617
2015-08-16,Multan,Hepatitis A,16,33.6,54.6,9.5,276,0.32,32.0,32.0,33.35952380952381
2015-09-27,Multan,Hepatitis A,15,35.3,83.1,8.8,972,0.47,43.0,47.0,52.63809523809524
2015-11-22,Multan,Hepatitis A,9,35.5,75.3,2.5,426,0.34,44.0,56.0,30.45952380952381
2016-06-26,Multan,Hepatitis A,20,27.7,58.7,11.4,668,0.47,60.0,76.0,46.661904761904765
2016-08-07,Multan,Hepatitis A,2,31.1,56.5,5.8,950,0.95,46.0,78.0,33.37619047619048
2016-09-04,Multan,Hepatitis A,11,24.6,67.1,3.5,680,0.84,42.0,85.0,30.569047619047623
2016-09-18,Multan,Hepatitis A,6,43.0,51.2,1.3,865,0.46,39.0,83.0,40.37857142857143
2017-04-16,Multan,Hepatitis A,7,34.0,83.4,4.2,709,0.87,26.0,86.0,29.000000000000004
2017-07-09,Multan,Hepatitis A,13,27.7,71.7,13.8,196,0.65,37.0,83.0,24.52857142857143
2017-09-24,Multan,Hepatitis A,6,28.1,42.8,13.0,684,0.71,32.0,74.0,35.195238095238096
2018-08-26,Multan,Hepatitis A,17,29.3,73.4,9.6,515,0.43,43.0,82.0,39.74761904761905
2018-12-09,Multan,Hepatitis A,11,35.4,41.2,18.3,554,0.66,47.0,73.0,37.36904761904762
2018-12-23,Multan,Hepatitis A,18,26.5,55.8,13.6,672,0.94,52.0,89.0,37.352380952380955
2019-04-28,Multan,Hepatitis A,16,23.5,87.9,8.9,588,0.69,62.0,94.0,36.05952380952381
2019-08-11,Multan,Hepatitis A,6,23.3,56.8,3.0,776,0.84,51.0,94.0,30.66190476190476
2019-09-22,Multan,Hepatitis A,15,34.8,48.6,10.7,564,0.36,55.0,102.0,42.18809523809524
2020-07-26,Multan,Hepatitis A,5,31.7,62.8,1.3,239,0.32,42.0,94.0,21.740476190476187
2021-03-07,Multan,Hepatitis A,6,38.3,89.6,0.6,289,0.99,32.0,94.0,10.228571428571428
2021-04-04,Multan,Hepatitis A,13,40.2,64.4,7.5,687,0.57,39.0,90.0,39.3452380952381
