date,district,lat,lon,disease,cases,lag_1,lag_2,lag_3,temperature,humidity,rainfall,population_density,sanitation_score
2015-01-19,Peshawar,34.0151,71.5805,Influenza,13,9,10,12,22.3,62.1,5.0,1934,48
2015-02-24,Gujranwala,32.1877,74.1945,Influenza,12,10,14,14,30.7,73.6,24.1,3361,37
2015-04-28,Multan,30.1575,71.5249,Asthma,11,0,9,4,39.4,83.2,39.8,1743,34
2015-04-10,Islamabad,33.6844,73.0479,Allergies,3,5,2,7,39.8,79.4,38.9,2816,30
2015-03-26,Gujranwala,32.1877,74.1945,Hepatitis E,1,1,0,3,38.8,76.9,37.9,3361,37
2015-05-04,Sargodha,32.0836,72.6711,Hepatitis A,3,2,4,4,39.4,77.4,37.3,2649,30
2015-05-01,Gwadar,25.1214,62.3256,Measles,2,4,4,10,40.5,76.5,39.7,3206,36
2015-05-25,Hyderabad,25.396,68.3578,Tuberculosis,3,3,0,3,38.3,73.4,29.8,2527,79
2015-05-01,Sukkur,27.705,68.857,Rubella,2,3,4,2,38.1,79.5,37.8,4954,59
2015-04-10,Gwadar,25.1214,62.3256,COVID19,20,16,21,25,39.4,79.5,37.8,3206,36
2015-01-28,Multan,30.1575,71.5249,Typhoid,5,5,12,6,23.9,65.1,9.9,1743,34
2015-04-04,Turbat,26.0043,63.0488,Influenza,2,5,4,6,38.3,79.4,39.0,2245,70
2015-01-16,Karachi South,24.809,66.991,Typhoid,6,6,3,2,21.9,61.8,2.0,3410,90
2015-03-20,Sargodha,32.0836,72.6711,Rotavirus,7,0,2,0,34.9,79.3,34.6,2649,30
2015-02-15,Hyderabad,25.396,68.3578,Typhoid,6,5,6,1,29.8,71.2,22.6,2527,79
2015-02-03,Islamabad,33.6844,73.0479,Polio,7,5,7,1,25.8,70.1,18.2,2816,30
2015-05-19,Larkana,27.56,68.21,Dengue,8,4,7,2,37.7,72.0,32.4,2445,71
2015-03-11,Bahawalpur,29.3956,71.6833,Dengue,6,2,0,5,35.8,75.3,33.8,1135,66
2015-04-16,Gwadar,25.1214,62.3256,GI Infections,6,4,1,2,37.8,79.1,38.7,3206,36
2015-03-17,Sukkur,27.705,68.857,Mumps,4,4,1,11,34.8,77.7,37.8,4954,59
2015-03-02,Dera Ghazi Khan,30.0561,70.6347,Typhoid,3,4,2,6,32.3,75.5,31.1,1782,70
2015-05-04,Multan,30.1575,71.5249,Pneumonia,4,4,5,6,39.1,77.7,35.7,1743,34
2015-02-18,Faisalabad,31.4181,73.0798,Hepatitis E,0,3,0,1,30.5,70.1,24.5,1101,39
2015-01-13,Bahawalpur,29.3956,71.6833,Rubella,3,7,4,6,19.7,58.5,0.0,1135,66
2015-04-25,Karachi South,24.809,66.991,Skin Infections,9,9,4,0,40.4,75.0,40.8,3410,90
2015-03-23,Rawalpindi,33.6167,73.0667,Rotavirus,4,3,1,1,37.2,79.8,37.8,1514,35
2015-04-13,Rawalpindi,33.6167,73.0667,Hepatitis E,9,6,7,0,38.9,83.1,41.6,1514,35
2015-01-07,Karachi South,24.809,66.991,Dengue,1,5,6,0,19.2,57.9,0.0,3410,90
2015-04-22,Sheikhupura,31.7131,73.9783,Allergies,0,8,8,2,39.5,80.4,44.1,2990,42
2015-03-26,Karachi South,24.809,66.991,Influenza,2,0,2,1,36.4,81.4,38.4,3410,90
2015-01-01,Sargodha,32.0836,72.6711,Rubella,6,0,0,0,16.6,54.8,0.0,2649,30
2015-03-23,Lahore,31.5497,74.3436,Pneumonia,3,3,3,2,36.0,78.2,35.7,2677,60
2015-01-10,Islamabad,33.6844,73.0479,Mumps,1,6,4,0,19.7,59.6,0.0,2816,30
2015-04-13,Dera Ghazi Khan,30.0561,70.6347,Hepatitis E,3,9,0,2,38.9,82.0,44.7,1782,70
2015-03-11,Faisalabad,31.4181,73.0798,GI Infections,8,5,2,3,35.2,79.1,34.0,1101,39
2015-03-20,Sialkot,32.4945,74.5229,Polio,8,4,4,0,35.9,78.3,32.7,2870,73
2015-02-09,Bahawalpur,29.3956,71.6833,Skin Infections,4,4,5,5,27.4,68.5,22.3,1135,66
2015-05-07,Sargodha,32.0836,72.6711,Skin Infections,0,5,5,4,40.3,79.7,40.0,2649,30
2015-04-28,Turbat,26.0043,63.0488,Tuberculosis,5,5,3,2,38.8,80.5,35.0,2245,70
2015-04-07,Turbat,26.0043,63.0488,COVID19,20,18,21,21,40.3,80.9,38.3,2245,70
2015-03-02,Karachi South,24.809,66.991,Asthma,1,4,8,2,31.9,69.8,27.3,3410,90
2015-02-03,Turbat,26.0043,63.0488,Eye Infections,0,1,9,6,24.2,66.9,14.8,2245,70
2015-03-14,Sargodha,32.0836,72.6711,Pneumonia,1,2,5,0,33.0,76.1,32.3,2649,30
2015-02-24,Gwadar,25.1214,62.3256,Hepatitis E,3,6,12,5,30.0,72.7,24.7,3206,36
2015-04-01,Faisalabad,31.4181,73.0798,Malaria,2,5,5,6,39.7,80.3,41.7,1101,39
2015-03-02,Quetta,30.1798,66.975,Measles,3,2,0,10,31.5,74.5,30.0,2413,46
2015-03-08,Turbat,26.0043,63.0488,Hepatitis A,7,2,3,3,32.6,74.6,36.0,2245,70
2015-05-25,Sialkot,32.4945,74.5229,Malaria,7,6,1,4,38.9,75.1,31.2,2870,73
2015-02-27,Sialkot,32.4945,74.5229,Skin Infections,6,2,3,4,33.4,73.4,25.9,2870,73
2015-02-06,Jhelum,32.9333,73.7333,Rubella,5,8,3,0,27.6,68.0,16.8,3536,73
2015-03-02,Hyderabad,25.396,68.3578,Hepatitis A,4,5,0,8,35.5,75.1,30.0,2527,79
2015-02-03,Karachi South,24.809,66.991,Eye Infections,12,5,6,2,25.4,63.1,15.6,3410,90
2015-04-19,Islamabad,33.6844,73.0479,Pneumonia,4,5,4,10,39.0,79.7,39.2,2816,30
2015-05-25,Peshawar,34.0151,71.5805,Malaria,2,6,2,2,40.2,78.4,29.3,1934,48
2015-01-19,Larkana,27.56,68.21,Mumps,3,12,3,3,22.2,63.6,6.1,2445,71
2015-02-15,Hyderabad,25.396,68.3578,Influenza,8,14,10,8,29.8,71.2,22.6,2527,79
2015-04-01,Jhelum,32.9333,73.7333,Dengue,6,7,4,6,39.6,82.8,41.3,3536,73
2015-01-07,Hyderabad,25.396,68.3578,Allergies,5,1,7,0,18.4,57.6,0.0,2527,79
2015-05-04,Sargodha,32.0836,72.6711,Tuberculosis,9,5,6,3,39.4,77.4,37.3,2649,30
2015-04-28,Sargodha,32.0836,72.6711,Cholera,5,3,7,0,39.2,79.9,39.9,2649,30
2015-03-23,Larkana,27.56,68.21,GI Infections,1,2,7,0,35.4,80.0,38.1,2445,71
2015-01-01,Quetta,30.1798,66.975,Skin Infections,2,0,0,0,18.4,59.3,0.0,2413,46
2015-05-13,Hyderabad,25.396,68.3578,GI Infections,5,4,4,5,39.5,76.5,35.5,2527,79
2015-05-04,Sargodha,32.0836,72.6711,Rubella,3,7,4,3,39.4,77.4,37.3,2649,30
2015-01-04,Lahore,31.5497,74.3436,Typhoid,5,2,0,0,19.3,57.8,0.0,2677,60
2015-05-07,Bahawalpur,29.3956,71.6833,Pneumonia,0,7,4,3,40.7,81.2,34.9,1135,66
2015-02-21,Lahore,31.5497,74.3436,Pneumonia,4,4,6,4,30.3,72.2,24.7,2677,60
2015-04-04,Quetta,30.1798,66.975,Malaria,5,4,0,5,39.0,81.4,38.8,2413,46
2015-01-25,Islamabad,33.6844,73.0479,Measles,4,0,1,7,23.8,65.9,9.0,2816,30
2015-04-04,Jhelum,32.9333,73.7333,Pneumonia,7,9,0,6,36.3,79.4,37.8,3536,73
2015-01-04,Sargodha,32.0836,72.6711,Pneumonia,8,4,0,0,18.3,57.0,0.0,2649,30
2015-01-19,Sheikhupura,31.7131,73.9783,Polio,7,3,6,4,22.4,62.3,5.3,2990,42
2015-04-07,Jhelum,32.9333,73.7333,Eye Infections,0,1,2,0,36.7,80.3,42.4,3536,73
2015-03-20,Peshawar,34.0151,71.5805,COVID19,17,21,24,18,36.3,77.6,34.9,1934,48
2015-04-07,Multan,30.1575,71.5249,Influenza,2,2,8,7,41.1,81.5,39.8,1743,34
2015-05-10,Gujranwala,32.1877,74.1945,Hepatitis A,0,8,4,3,38.0,78.6,36.5,3361,37
2015-04-16,Turbat,26.0043,63.0488,Tuberculosis,7,5,7,8,39.7,81.8,41.3,2245,70
2015-02-21,Gwadar,25.1214,62.3256,Skin Infections,0,3,1,7,27.9,71.7,23.8,3206,36
2015-04-10,Islamabad,33.6844,73.0479,Pneumonia,10,5,4,3,39.8,79.4,38.9,2816,30
2015-02-03,Faisalabad,31.4181,73.0798,COVID19,1,5,7,5,26.0,66.1,13.5,1101,39
2015-05-25,Lahore,31.5497,74.3436,COVID19,1,2,2,6,39.2,76.5,28.3,2677,60
2015-04-22,Gujranwala,32.1877,74.1945,Polio,7,6,4,5,40.8,80.5,41.7,3361,37
2015-01-19,Lahore,31.5497,74.3436,Dengue,3,8,1,7,21.4,60.4,4.0,2677,60
2015-04-28,Gujranwala,32.1877,74.1945,GI Infections,7,0,12,5,39.1,79.5,38.3,3361,37
2015-02-03,Faisalabad,31.4181,73.0798,Typhoid,1,8,2,6,26.0,66.1,13.5,1101,39
2015-03-26,Multan,30.1575,71.5249,Skin Infections,2,3,9,6,37.6,78.5,37.7,1743,34
2015-02-18,Lahore,31.5497,74.3436,Typhoid,7,8,4,5,30.6,72.6,23.2,2677,60
2015-04-16,Faisalabad,31.4181,73.0798,Measles,4,0,3,5,39.6,76.2,39.8,1101,39
2015-02-12,Islamabad,33.6844,73.0479,Malaria,7,8,5,1,28.5,73.2,17.9,2816,30
2015-02-24,Rawalpindi,33.6167,73.0667,Measles,6,0,0,0,32.2,72.8,27.3,1514,35
2015-03-20,Multan,30.1575,71.5249,Cholera,2,2,6,3,36.8,77.5,34.3,1743,34
2015-03-23,Rawalpindi,33.6167,73.0667,COVID19,16,22,24,13,37.2,79.8,37.8,1514,35
2015-03-23,Gwadar,25.1214,62.3256,Skin Infections,5,3,8,5,35.8,76.8,35.7,3206,36
2015-05-22,Sheikhupura,31.7131,73.9783,Eye Infections,1,4,4,5,37.8,75.6,31.9,2990,42
2015-01-10,Sukkur,27.705,68.857,Allergies,0,6,0,3,19.7,59.2,0.0,4954,59
2015-03-26,Dera Ghazi Khan,30.0561,70.6347,Polio,7,5,2,2,38.6,77.2,34.0,1782,70
2015-05-10,Hyderabad,25.396,68.3578,Mumps,6,4,0,4,40.9,79.5,37.5,2527,79
2015-01-25,Rawalpindi,33.6167,73.0667,Eye Infections,9,7,6,4,24.8,63.5,7.1,1514,35
2015-05-13,Faisalabad,31.4181,73.0798,Eye Infections,0,1,7,1,39.3,77.4,33.8,1101,39
2015-01-22,Multan,30.1575,71.5249,Rotavirus,10,5,7,11,23.1,62.5,6.4,1743,34
2015-01-31,Karachi South,24.809,66.991,Polio,3,9,6,8,25.1,68.9,17.7,3410,90
2015-05-22,Larkana,27.56,68.21,Pneumonia,4,1,4,7,38.7,75.8,31.2,2445,71
2015-02-18,Sargodha,32.0836,72.6711,Rotavirus,5,11,5,4,29.6,75.2,23.2,2649,30
2015-05-16,Larkana,27.56,68.21,Skin Infections,6,10,2,3,39.3,77.1,31.9,2445,71
2015-01-19,Islamabad,33.6844,73.0479,Influenza,6,18,12,9,21.7,63.4,3.6,2816,30
2015-01-10,Lahore,31.5497,74.3436,Eye Infections,6,3,4,2,20.7,59.4,0.0,2677,60
2015-04-19,Quetta,30.1798,66.975,Asthma,0,0,3,14,40.1,81.6,38.0,2413,46
2015-01-22,Turbat,26.0043,63.0488,Eye Infections,7,5,0,7,24.2,64.3,4.9,2245,70
2015-04-25,Islamabad,33.6844,73.0479,Hepatitis E,8,8,2,0,39.2,79.7,39.8,2816,30
2015-05-07,Sheikhupura,31.7131,73.9783,Rotavirus,1,8,0,6,39.6,80.0,35.9,2990,42
2015-04-16,Dera Ghazi Khan,30.0561,70.6347,Polio,2,8,2,4,39.0,80.1,39.9,1782,70
2015-02-12,Jhelum,32.9333,73.7333,Rotavirus,7,3,2,0,27.9,69.7,19.1,3536,73
2015-05-13,Hyderabad,25.396,68.3578,Rubella,6,5,6,8,39.5,76.5,35.5,2527,79
2015-04-01,Lahore,31.5497,74.3436,Dengue,5,6,5,4,36.8,76.3,40.8,2677,60
2015-01-19,Quetta,30.1798,66.975,Allergies,5,6,7,2,24.2,64.4,6.5,2413,46
2015-03-23,Faisalabad,31.4181,73.0798,Measles,3,8,0,4,37.6,73.1,33.6,1101,39
2015-05-22,Lahore,31.5497,74.3436,Influenza,2,8,2,1,39.8,77.5,28.8,2677,60
2015-01-13,Sheikhupura,31.7131,73.9783,Pneumonia,2,7,4,5,20.0,58.2,0.0,2990,42
2015-04-22,Gwadar,25.1214,62.3256,Rotavirus,0,3,0,4,40.6,75.7,40.7,3206,36
2015-02-06,Sargodha,32.0836,72.6711,Allergies,6,7,7,3,28.0,68.7,17.4,2649,30
2015-05-04,Turbat,26.0043,63.0488,Measles,4,4,8,5,41.6,80.0,36.8,2245,70
2015-02-15,Quetta,30.1798,66.975,GI Infections,7,4,6,6,30.3,71.3,19.8,2413,46
2015-01-28,Dera Ghazi Khan,30.0561,70.6347,Hepatitis A,1,0,4,5,23.2,65.5,12.7,1782,70
2015-03-02,Bahawalpur,29.3956,71.6833,Skin Infections,6,2,3,0,32.5,72.0,32.6,1135,66
2015-03-26,Karachi South,24.809,66.991,Malaria,3,4,6,0,36.4,81.4,38.4,3410,90
2015-05-10,Faisalabad,31.4181,73.0798,Polio,4,0,6,8,40.5,77.3,38.1,1101,39
2015-01-28,Hyderabad,25.396,68.3578,Polio,2,5,6,2,25.0,65.6,10.4,2527,79
2015-01-31,Gujranwala,32.1877,74.1945,Rotavirus,3,8,3,7,24.6,67.8,15.4,3361,37
2015-01-19,Gwadar,25.1214,62.3256,Influenza,10,10,15,15,22.5,61.6,5.9,3206,36
2015-03-23,Faisalabad,31.4181,73.0798,Malaria,6,3,5,5,37.6,73.1,33.6,1101,39
2015-04-28,Karachi South,24.809,66.991,Cholera,2,1,4,0,40.3,74.2,41.1,3410,90
2015-02-09,Larkana,27.56,68.21,Measles,4,6,7,1,27.4,69.8,16.3,2445,71
2015-01-13,Karachi South,24.809,66.991,Pneumonia,1,2,5,2,20.6,64.1,0.7,3410,90
2015-03-23,Multan,30.1575,71.5249,COVID19,20,17,25,23,34.7,79.2,37.1,1743,34
2015-05-22,Karachi South,24.809,66.991,Hepatitis E,7,3,0,0,37.5,73.6,31.9,3410,90
2015-03-02,Bahawalpur,29.3956,71.6833,Dengue,5,4,3,2,32.5,72.0,32.6,1135,66
2015-02-09,Jhelum,32.9333,73.7333,Polio,4,0,7,1,28.4,71.2,15.9,3536,73
2015-03-17,Sheikhupura,31.7131,73.9783,Influenza,2,3,6,1,34.9,77.1,37.9,2990,42
2015-04-10,Lahore,31.5497,74.3436,Allergies,1,8,0,4,38.9,80.8,38.7,2677,60
2015-04-28,Hyderabad,25.396,68.3578,Allergies,0,6,9,6,42.1,79.1,43.6,2527,79
2015-04-28,Gujranwala,32.1877,74.1945,Polio,5,4,7,6,39.1,79.5,38.3,3361,37
2015-02-27,Karachi South,24.809,66.991,Rubella,3,3,7,8,32.8,75.2,29.2,3410,90
2015-04-10,Hyderabad,25.396,68.3578,Malaria,3,4,6,1,38.9,75.8,41.3,2527,79
2015-04-22,Lahore,31.5497,74.3436,Rubella,2,7,0,6,40.6,81.6,39.8,2677,60
2015-03-17,Bahawalpur,29.3956,71.6833,Typhoid,5,7,0,1,38.0,75.4,36.1,1135,66
2015-04-19,Islamabad,33.6844,73.0479,Allergies,7,4,3,3,39.0,79.7,39.2,2816,30
2015-05-25,Rawalpindi,33.6167,73.0667,Asthma,0,3,5,5,38.4,75.6,30.0,1514,35
2015-04-13,Gujranwala,32.1877,74.1945,GI Infections,1,0,1,10,40.4,78.0,41.0,3361,37
2015-01-31,Islamabad,33.6844,73.0479,Pneumonia,6,3,5,4,26.1,66.0,13.1,2816,30
2015-03-26,Turbat,26.0043,63.0488,GI Infections,11,0,4,1,37.6,79.9,39.4,2245,70
2015-05-25,Quetta,30.1798,66.975,Polio,3,4,1,5,39.1,74.2,27.7,2413,46
2015-04-25,Karachi South,24.809,66.991,Measles,5,1,10,5,40.4,75.0,40.8,3410,90
2015-01-19,Jhelum,32.9333,73.7333,Dengue,8,5,6,5,21.3,62.5,8.0,3536,73
2015-03-23,Dera Ghazi Khan,30.0561,70.6347,Tuberculosis,1,7,5,1,36.8,76.3,37.1,1782,70
2015-05-16,Hyderabad,25.396,68.3578,Rubella,5,6,5,6,40.6,78.2,33.9,2527,79
2015-04-10,Sukkur,27.705,68.857,Pneumonia,5,4,3,5,37.6,74.4,37.8,4954,59
2015-01-04,Islamabad,33.6844,73.0479,Cholera,4,3,0,0,18.6,55.4,0.0,2816,30
2015-03-02,Multan,30.1575,71.5249,Malaria,5,2,5,4,33.3,72.7,30.9,1743,34
2015-05-07,Sialkot,32.4945,74.5229,Asthma,9,0,6,5,38.7,73.5,34.3,2870,73
2015-01-31,Sukkur,27.705,68.857,COVID19,4,9,3,13,25.0,66.5,14.6,4954,59
2015-01-16,Hyderabad,25.396,68.3578,Dengue,6,5,2,6,21.3,62.9,3.0,2527,79
2015-05-10,Gujranwala,32.1877,74.1945,Pneumonia,4,1,9,3,38.0,78.6,36.5,3361,37
2015-04-19,Gwadar,25.1214,62.3256,Skin Infections,2,0,4,4,40.3,78.8,41.7,3206,36
2015-01-28,Multan,30.1575,71.5249,Mumps,3,7,6,9,23.9,65.1,9.9,1743,34
2015-04-01,Faisalabad,31.4181,73.0798,Skin Infections,10,1,6,3,39.7,80.3,41.7,1101,39
2015-01-25,Sargodha,32.0836,72.6711,Eye Infections,8,2,7,4,23.4,65.9,11.3,2649,30
2015-01-07,Bahawalpur,29.3956,71.6833,Dengue,3,4,12,0,20.0,58.7,0.0,1135,66
2015-01-01,Turbat,26.0043,63.0488,GI Infections,1,0,0,0,19.6,51.8,0.0,2245,70
2015-02-09,Dera Ghazi Khan,30.0561,70.6347,Mumps,5,7,0,5,27.5,70.1,20.2,1782,70
2015-04-16,Peshawar,34.0151,71.5805,Skin Infections,6,12,5,9,39.8,79.4,42.1,1934,48
2015-02-09,Turbat,26.0043,63.0488,Rubella,1,3,4,5,27.8,67.8,18.4,2245,70
2015-03-23,Gwadar,25.1214,62.3256,Rotavirus,7,3,5,8,35.8,76.8,35.7,3206,36
2015-01-22,Peshawar,34.0151,71.5805,Hepatitis E,4,5,2,4,23.9,64.8,8.2,1934,48
2015-05-25,Sialkot,32.4945,74.5229,Typhoid,10,3,8,3,38.9,75.1,31.2,2870,73
2015-02-09,Faisalabad,31.4181,73.0798,COVID19,5,0,1,5,28.8,69.1,19.9,1101,39
2015-04-19,Gwadar,25.1214,62.3256,Pneumonia,7,3,4,3,40.3,78.8,41.7,3206,36
2015-04-07,Hyderabad,25.396,68.3578,Rubella,3,6,6,5,38.6,82.6,43.6,2527,79
2015-05-04,Gujranwala,32.1877,74.1945,Hepatitis A,4,3,8,6,41.2,78.2,37.4,3361,37
2015-01-16,Peshawar,34.0151,71.5805,Rotavirus,3,6,4,5,22.6,62.9,2.1,1934,48
2015-01-16,Hyderabad,25.396,68.3578,Mumps,1,4,9,0,21.3,62.9,3.0,2527,79
2015-04-16,Lahore,31.5497,74.3436,Malaria,2,5,0,7,38.9,82.8,39.1,2677,60
2015-01-25,Gujranwala,32.1877,74.1945,Measles,7,5,0,4,23.1,62.4,8.9,3361,37
2015-01-01,Larkana,27.56,68.21,Skin Infections,6,0,0,0,18.9,58.2,0.0,2445,71
2015-01-22,Peshawar,34.0151,71.5805,Skin Infections,9,6,2,7,23.9,64.8,8.2,1934,48
2015-05-10,Gujranwala,32.1877,74.1945,Measles,3,5,0,8,38.0,78.6,36.5,3361,37
2015-04-04,Sheikhupura,31.7131,73.9783,Influenza,4,1,3,2,40.5,82.0,39.3,2990,42
2015-03-05,Faisalabad,31.4181,73.0798,Influenza,1,3,11,9,35.0,77.2,32.5,1101,39
2015-05-10,Gujranwala,32.1877,74.1945,Cholera,0,3,4,0,38.0,78.6,36.5,3361,37
2015-05-28,Gujranwala,32.1877,74.1945,Hepatitis E,3,3,7,3,37.8,77.3,27.4,3361,37
2015-05-10,Faisalabad,31.4181,73.0798,Typhoid,7,4,7,5,40.5,77.3,38.1,1101,39
2015-03-14,Quetta,30.1798,66.975,Measles,1,6,9,3,34.9,79.6,35.5,2413,46
2015-02-24,Faisalabad,31.4181,73.0798,Asthma,4,5,6,7,32.1,72.6,25.8,1101,39
2015-04-01,Bahawalpur,29.3956,71.6833,Mumps,6,4,7,0,36.9,76.5,42.2,1135,66
2015-03-23,Quetta,30.1798,66.975,COVID19,19,21,23,23,36.3,78.5,38.1,2413,46
2015-05-19,Rawalpindi,33.6167,73.0667,Hepatitis E,4,3,2,6,39.1,81.2,31.8,1514,35
2015-03-14,Bahawalpur,29.3956,71.6833,Typhoid,7,0,1,0,35.2,78.7,35.0,1135,66
2015-05-04,Quetta,30.1798,66.975,Hepatitis A,4,5,11,9,41.1,79.2,38.2,2413,46
2015-03-11,Quetta,30.1798,66.975,Skin Infections,4,7,2,0,35.3,81.7,34.6,2413,46
2015-04-19,Peshawar,34.0151,71.5805,Rotavirus,0,7,4,1,39.8,82.7,41.1,1934,48
2015-03-02,Sargodha,32.0836,72.6711,Allergies,5,6,4,5,32.0,74.2,32.4,2649,30
2015-01-19,Sheikhupura,31.7131,73.9783,Rotavirus,7,2,8,4,22.4,62.3,5.3,2990,42
2015-02-21,Faisalabad,31.4181,73.0798,Measles,3,11,0,2,31.8,69.9,27.4,1101,39
2015-01-28,Turbat,26.0043,63.0488,Cholera,1,1,6,4,24.0,66.9,12.0,2245,70
2015-04-13,Islamabad,33.6844,73.0479,Allergies,3,3,5,2,38.9,78.9,39.2,2816,30
2015-01-01,Rawalpindi,33.6167,73.0667,Rotavirus,8,0,0,0,20.6,54.6,0.0,1514,35
2015-04-04,Jhelum,32.9333,73.7333,Influenza,0,7,7,6,36.3,79.4,37.8,3536,73
2015-03-17,Bahawalpur,29.3956,71.6833,Eye Infections,3,10,5,6,38.0,75.4,36.1,1135,66
2015-02-06,Sargodha,32.0836,72.6711,GI Infections,4,5,4,10,28.0,68.7,17.4,2649,30
2015-04-10,Multan,30.1575,71.5249,Allergies,3,9,1,7,39.2,79.7,42.5,1743,34
2015-02-09,Larkana,27.56,68.21,Typhoid,1,6,6,4,27.4,69.8,16.3,2445,71
2015-05-13,Gwadar,25.1214,62.3256,Polio,8,3,3,4,40.7,80.2,33.7,3206,36
2015-01-22,Rawalpindi,33.6167,73.0667,Tuberculosis,6,4,2,8,23.7,65.9,6.8,1514,35
2015-04-28,Peshawar,34.0151,71.5805,Typhoid,6,2,5,2,38.0,77.8,37.6,1934,48
2015-04-16,Rawalpindi,33.6167,73.0667,Hepatitis A,5,2,3,7,39.7,79.5,39.3,1514,35
2015-01-25,Sheikhupura,31.7131,73.9783,Rubella,3,7,8,7,23.5,64.1,9.4,2990,42
2015-01-13,Hyderabad,25.396,68.3578,Hepatitis E,3,5,8,0,21.1,64.1,4.5,2527,79
2015-03-29,Turbat,26.0043,63.0488,Rotavirus,8,5,1,7,37.4,82.7,42.6,2245,70
2015-04-13,Quetta,30.1798,66.975,Skin Infections,2,1,6,4,40.4,81.5,37.9,2413,46
2015-05-01,Bahawalpur,29.3956,71.6833,Allergies,4,6,4,4,42.5,78.1,38.6,1135,66
2015-05-22,Hyderabad,25.396,68.3578,Pneumonia,0,3,3,3,39.4,73.2,32.1,2527,79
2015-04-04,Larkana,27.56,68.21,Pneumonia,5,8,3,4,39.2,77.2,38.0,2445,71
2015-05-07,Gujranwala,32.1877,74.1945,Malaria,7,7,8,2,41.2,76.1,36.9,3361,37
2015-03-05,Hyderabad,25.396,68.3578,Tuberculosis,4,1,3,2,32.8,75.7,30.8,2527,79
2015-05-01,Lahore,31.5497,74.3436,Measles,3,0,3,0,39.3,75.3,40.4,2677,60
2015-02-15,Multan,30.1575,71.5249,Allergies,5,1,6,5,29.3,72.6,23.1,1743,34
2015-03-17,Gwadar,25.1214,62.3256,Allergies,9,4,8,0,36.8,80.6,40.2,3206,36
2015-02-15,Lahore,31.5497,74.3436,Rubella,8,1,2,8,29.0,71.3,24.2,2677,60
2015-01-10,Rawalpindi,33.6167,73.0667,Rotavirus,6,7,3,8,21.2,59.1,2.3,1514,35
2015-04-19,Quetta,30.1798,66.975,Measles,4,0,1,5,40.1,81.6,38.0,2413,46
2015-02-27,Sargodha,32.0836,72.6711,Skin Infections,11,7,8,3,31.6,74.4,26.5,2649,30
2015-01-25,Sargodha,32.0836,72.6711,Typhoid,2,10,9,6,23.4,65.9,11.3,2649,30
2015-04-19,Sialkot,32.4945,74.5229,GI Infections,3,6,1,4,37.0,76.5,39.4,2870,73
2015-05-13,Lahore,31.5497,74.3436,Hepatitis A,5,2,3,5,38.7,81.4,34.3,2677,60
2015-04-10,Quetta,30.1798,66.975,Polio,0,4,5,0,37.8,77.2,41.1,2413,46
2015-04-28,Karachi South,24.809,66.991,Measles,11,5,1,10,40.3,74.2,41.1,3410,90
2015-02-24,Gwadar,25.1214,62.3256,Mumps,1,2,7,2,30.0,72.7,24.7,3206,36
2015-04-01,Gwadar,25.1214,62.3256,Malaria,4,5,0,7,36.7,78.0,36.0,3206,36
2015-01-31,Hyderabad,25.396,68.3578,Dengue,3,4,5,3,26.6,67.4,14.8,2527,79
2015-03-08,Islamabad,33.6844,73.0479,GI Infections,13,8,2,0,36.2,76.4,33.5,2816,30
2015-05-10,Peshawar,34.0151,71.5805,GI Infections,3,7,1,4,39.7,77.3,33.0,1934,48
2015-05-13,Islamabad,33.6844,73.0479,Pneumonia,0,6,4,3,39.8,79.3,34.3,2816,30
2015-01-01,Sheikhupura,31.7131,73.9783,Hepatitis E,2,0,0,0,17.0,57.4,0.0,2990,42
2015-05-16,Dera Ghazi Khan,30.0561,70.6347,Influenza,1,10,6,8,40.5,76.4,34.9,1782,70
2015-02-21,Sheikhupura,31.7131,73.9783,Dengue,9,8,7,1,29.6,73.1,23.6,2990,42
2015-02-06,Peshawar,34.0151,71.5805,Polio,4,10,2,0,28.2,69.2,16.0,1934,48
2015-01-04,Jhelum,32.9333,73.7333,Rotavirus,0,5,0,0,16.3,56.9,0.0,3536,73
2015-01-01,Peshawar,34.0151,71.5805,Rubella,13,0,0,0,17.6,53.5,0.0,1934,48
2015-01-31,Larkana,27.56,68.21,Rotavirus,10,8,3,3,24.7,63.4,15.8,2445,71
2015-03-29,Hyderabad,25.396,68.3578,Mumps,1,9,5,1,38.3,80.5,42.1,2527,79
2015-03-23,Turbat,26.0043,63.0488,Eye Infections,3,6,9,6,37.4,78.3,40.0,2245,70
2015-05-07,Sheikhupura,31.7131,73.9783,Dengue,4,2,8,7,39.6,80.0,35.9,2990,42
2015-01-28,Bahawalpur,29.3956,71.6833,Polio,6,3,8,1,23.4,63.1,11.0,1135,66
2015-05-19,Sialkot,32.4945,74.5229,Hepatitis A,8,9,4,0,39.2,74.6,30.8,2870,73
2015-03-11,Karachi South,24.809,66.991,Typhoid,8,6,7,7,35.6,73.9,35.5,3410,90
2015-04-01,Quetta,30.1798,66.975,Typhoid,3,0,0,0,38.2,77.4,39.2,2413,46
2015-03-11,Lahore,31.5497,74.3436,Measles,6,8,11,6,35.1,71.7,30.1,2677,60
2015-03-23,Hyderabad,25.396,68.3578,Measles,1,4,10,9,37.4,82.9,38.6,2527,79
2015-04-19,Rawalpindi,33.6167,73.0667,Cholera,3,6,4,0,37.9,80.6,40.0,1514,35
2015-03-02,Multan,30.1575,71.5249,Skin Infections,4,4,3,0,33.3,72.7,30.9,1743,34
